시군구,번지,아파트명,좌표X,좌표Y,elementary,elementary_dist,middle,middle_dist,high,high_dist,bus_station,bus_dist,subway_station,subway_dist,bus_walk,subway_walk,elementary_walk,middle_walk,high_walk
서울특별시 강남구 논현동,252,논현라폴리움,127.038773139566,37.5140424359451,서울학동초등학교,219,언북중학교,868,영동고등학교,987,세관앞,302,강남구청,444,5,7,4,14,15
서울특별시 강남구 논현동,214-2,논현베르빌,127.032722616686,37.5127472718024,서울학동초등학교,767,언북중학교,745,영동고등학교,1557,논현고개,160,학동,203,3,4,12,12,24
서울특별시 강남구 논현동,102-9,논현빌라트,127.039926597698,37.5192642680945,서울언북초등학교,542,언북중학교,757,영동고등학교,486,강남구청역,119,강남구청,242,2,4,9,12,8
서울특별시 강남구 논현동,215-14,논현아트빌,127.032274587099,37.512471958099,서울논현초등학교,810,언북중학교,780,영동고등학교,1616,논현고개,116,학동,207,2,4,13,12,25
서울특별시 강남구 논현동,108,논현웰스톤,127.038029751138,37.5184527297989,서울학동초등학교,711,언북중학교,556,영동고등학교,714,강남구청역,278,강남구청,364,5,6,11,9,11
서울특별시 강남구 논현동,241-1,논현파라곤,127.040139165715,37.5165525364258,서울학동초등학교,481,언주중학교,758,영동고등학교,671,강남구청역,18,강남구청,143,1,3,8,12,11
서울특별시 강남구 논현동,196-4,논현프라임,127.028318140351,37.5067123096831,서울논현초등학교,301,서일중학교,1072,반포고등학교,1382,노보텔앰배서더호텔,143,신논현,432,3,7,5,17,21
서울특별시 강남구 논현동,105-3,논현한가람빌라트,127.037506973191,37.5187805017392,서울학동초등학교,762,언북중학교,493,영동고등학교,752,서울세관,286,강남구청,430,5,7,12,8,12
서울특별시 강남구 논현동,275,동부센트레빌,127.037651943453,37.5103565201441,서울학동초등학교,303,언주중학교,1113,영동고등학교,1402,논현아이파크,179,언주,541,3,9,5,17,22
서울특별시 강남구 논현동,105,동현,127.036575387431,37.5193540121054,서울학동초등학교,858,언북중학교,384,영동고등학교,829,서울세관,274,강남구청,550,5,9,13,6,13
서울특별시 강남구 논현동,252-1,두산위브1단지,127.0387752587,37.5135472434716,서울학동초등학교,170,언주중학교,888,영동고등학교,1032,세관앞,335,강남구청,489,6,8,3,14,16
서울특별시 강남구 논현동,258,두산위브2단지,127.038369354075,37.5125350078397,서울학동초등학교,140,언주중학교,954,영동고등학교,1152,논현아이파크,266,강남구청,607,4,10,3,15,18
서울특별시 강남구 논현동,216-1,두영,127.032382365395,37.5121776606279,서울논현초등학교,803,언북중학교,811,영동고등학교,1626,논현고개,87,학동,242,2,4,13,13,25
서울특별시 강남구 논현동,47-11,벨러스빌,127.022638672818,37.5129105542708,서울논현초등학교,639,원촌중학교,1147,반포고등학교,1322,영동시장,150,논현,244,3,4,10,18,20
서울특별시 강남구 논현동,43-3,브라운스톤,127.024197894222,37.5132996591111,서울논현초등학교,588,언북중학교,1205,현대고등학교,1370,영동시장,181,논현,395,3,6,9,19,21
서울특별시 강남구 논현동,55,스위트캐슬레지던스,127.023887299356,37.512603426344,서울논현초등학교,533,원촌중학교,1238,반포고등학교,1370,영동시장,96,논현,322,2,5,8,19,21
서울특별시 강남구 논현동,22,신동아,127.022668627156,37.5147157100303,서울논현초등학교,804,신동중학교,1112,현대고등학교,1198,신사역1번출구,249,신사,336,4,6,13,17,18
서울특별시 강남구 논현동,103,쌍용,127.038130798745,37.5196304885538,서울언북초등학교,735,언북중학교,557,영동고등학교,654,영동고등학교현대아파트,247,강남구청,413,4,7,12,9,10
서울특별시 강남구 논현동,107-44,우민,127.037353905421,37.5178343166064,서울학동초등학교,669,언북중학교,503,영동고등학교,813,서울세관,212,강남구청,424,4,7,11,8,13
서울특별시 강남구 논현동,180-6,우성,127.02798899993,37.5075670814778,서울논현초등학교,219,서일중학교,1137,반포고등학교,1382,노보텔앰배서더호텔,244,신논현,463,4,7,4,18,21
서울특별시 강남구 논현동,138-9,월드쉐르빌,127.026107250464,37.5102383607112,서울논현초등학교,203,언북중학교,1286,반포고등학교,1353,영동시장,344,논현,530,6,8,4,20,21
서울특별시 강남구 논현동,194-22,이산,127.030695812734,37.5072073586217,서울논현초등학교,516,서일중학교,1274,반포고등학교,1650,삼정호텔,113,언주,353,2,6,8,20,25
서울특별시 강남구 논현동,229-13,이움빌라,127.034116562952,37.5092525120379,서울학동초등학교,696,언북중학교,1137,영동고등학교,1723,언주역3번출구,110,언주,220,2,4,11,18,26
서울특별시 강남구 논현동,44-9,지고하임,127.023644470738,37.5137285590121,서울논현초등학교,656,언북중학교,1231,현대고등학교,1315,영동시장,210,논현,384,4,6,10,19,20
서울특별시 강남구 논현동,62-3,청학,127.032215511612,37.5202894417201,서울신구초등학교,977,언북중학교,140,압구정고등학교,1208,언북중학교입구,155,학동,676,3,11,15,3,19
서울특별시 강남구 논현동,267-18,케럿스테이트,127.042251417128,37.5126509937507,서울학동초등학교,299,언주중학교,541,영동고등학교,986,한국토지주택공사앞,60,선정릉,266,1,4,5,9,15
서울특별시 강남구 논현동,104-23,케이씨빌,127.038729352996,37.5190520300025,서울언북초등학교,677,언북중학교,625,영동고등학교,615,강남구청역,222,강남구청,322,4,5,11,10,10
서울특별시 강남구 논현동,228-9,토미빌,127.033824285793,37.5089630131846,서울학동초등학교,740,언북중학교,1167,영동고등학교,1768,언주역3번출구,65,언주,187,1,3,12,18,27
서울특별시 강남구 논현동,80-13,프라임,127.030587070884,37.5162258992764,서울논현초등학교,995,언북중학교,455,현대고등학교,1376,학동역,121,학동,252,2,4,15,7,21
서울특별시 강남구 논현동,217-34,학동,127.033808397796,37.512605778667,서울학동초등학교,645,언북중학교,763,영동고등학교,1475,펜트힐루논현.임피리얼팰리스호텔,183,학동,300,3,5,10,12,23
서울특별시 강남구 논현동,79-7,한양빌라트,127.031301274267,37.5170406698756,서울학동초등학교,1065,언북중학교,335,현대고등학교,1366,학동역,233,학동,315,4,5,16,6,21
서울특별시 강남구 논현동,221-7,한양수자인어반게이트,127.033523881412,37.5097162486159,서울학동초등학교,733,언북중학교,1081,영동고등학교,1725,언주역3번출구,138,언주,273,3,5,11,17,26
서울특별시 강남구 논현동,105-4,한진로즈힐,127.037147426481,37.5207174115373,서울언북초등학교,845,언북중학교,470,영동고등학교,737,영동119안전센터,230,강남구청,573,4,9,13,8,12
서울특별시 강남구 논현동,194-23,한화꿈에그린2차,127.030728694661,37.5076852430998,서울논현초등학교,508,서일중학교,1317,반포고등학교,1671,삼정호텔,147,언주,352,3,6,8,20,26
서울특별시 강남구 논현동,261-8,현대넥서스A동,127.036768629442,37.5115866694087,서울학동초등학교,324,언북중학교,962,영동고등학교,1338,논현아이파크,60,언주,576,1,9,5,15,21
서울특별시 강남구 논현동,261,현대인텔렉스,127.036310564022,37.5116244730877,서울학동초등학교,373,언북중학교,938,영동고등학교,1365,논현아이파크,39,언주,553,1,9,6,15,21
서울특별시 강남구 대치동,503,개포우성1,127.059895803084,37.4911253659298,서울대치초등학교,257,대청중학교,189,단국대학교사범대학부속고등학교,553,대치동우성아파트,165,구룡,490,3,8,4,3,9
서울특별시 강남구 대치동,500,개포우성2,127.057241007924,37.4908400715786,서울대도초등학교,473,대청중학교,132,숙명여자고등학교,520,도곡역3번출구,86,도곡,199,2,3,8,2,8
서울특별시 강남구 대치동,891-26,대우아이빌멤버스,127.05375187573,37.5046327843377,서울도곡초등학교,575,진선여자중학교,660,진선여자고등학교,661,포스코빌딩,202,선릉,550,4,9,9,10,10
서울특별시 강남구 대치동,891-23,대우아이빌명문가,127.053522496748,37.5050813188178,서울도곡초등학교,629,진선여자중학교,659,진선여자고등학교,660,포스코빌딩,186,선릉,525,3,8,10,10,10
서울특별시 강남구 대치동,1029,대치SKVIEW,127.060351166529,37.4957698252615,서울대곡초등학교,534,단국대학교사범대학부속중학교,288,단국대학교부속소프트웨어고등학교,288,대치SK.VIEW아파트.서울교회,197,대치,388,3,6,9,5,5
서울특별시 강남구 대치동,891-28,대치동우정에쉐르1,127.054209061273,37.5045442768978,서울도곡초등학교,561,진선여자중학교,704,진선여자고등학교,705,포스코빌딩,184,선릉,601,3,10,9,11,11
서울특별시 강남구 대치동,890-42,대치동우정에쉐르2,127.052555769681,37.504315177562,서울도성초등학교,519,진선여자중학교,524,진선여자고등학교,525,선릉역,195,선릉,421,3,7,8,8,8
서울특별시 강남구 대치동,63,대치우성,127.069139134413,37.5002337297672,서울대현초등학교,732,휘문중학교,975,휘문고등학교,974,우성아파트,128,학여울,428,2,7,11,15,15
서울특별시 강남구 대치동,1015-6,대치하나빌,127.058493076688,37.497049918867,서울도곡초등학교,525,단국대학교사범대학부속중학교,179,단국대학교부속소프트웨어고등학교,178,삼성아파트입구,174,한티,631,3,10,8,3,3
서울특별시 강남구 대치동,907-2,대치한신휴플러스,127.05159266418,37.5013873339445,서울도성초등학교,303,진선여자중학교,383,진선여자고등학교,382,도성초교사거리,57,선릉,494,1,8,5,6,6
서울특별시 강남구 대치동,938-11,동민맥스빌A동,127.055455710561,37.4977984982366,서울도곡초등학교,221,단국대학교사범대학부속중학교,354,단국대학교부속소프트웨어고등학교,353,도곡초등학교,133,한티,336,2,6,4,6,6
서울특별시 강남구 대치동,938-13,동민맥스빌B동,127.055871802687,37.4980142733977,서울도곡초등학교,229,단국대학교사범대학부속중학교,340,단국대학교부속소프트웨어고등학교,340,도곡초등학교,94,한티,387,2,6,4,6,6
서울특별시 강남구 대치동,670,동부센트레빌,127.055744544281,37.4927930896911,서울대도초등학교,265,숙명여자중학교,378,숙명여자고등학교,378,중대부고,124,도곡,185,2,3,4,6,6
서울특별시 강남구 대치동,920-32,동양,127.052602313285,37.4997273258323,서울도곡초등학교,209,진선여자중학교,560,진선여자고등학교,559,도성초교사거리,143,한티,389,3,6,4,9,9
서울특별시 강남구 대치동,1027,래미안대치팰리스,127.058003438015,37.4942977651239,서울대도초등학교,548,단국대학교사범대학부속중학교,150,단국대학교사범대학부속고등학교,150,래미안대치팰리스,204,도곡,463,4,7,9,3,3
서울특별시 강남구 대치동,893,롯데캐슬,127.056448643486,37.5047556849693,서울도곡초등학교,624,대명중학교,535,휘문고등학교,620,이비스앰배서더호텔,151,선릉,849,3,13,10,9,10
서울특별시 강남구 대치동,901-51,메트로,127.055465304112,37.5029713491309,서울도곡초등학교,401,대명중학교,719,휘문고등학교,771,영동농협풍림아이원아파트,131,선릉,769,2,12,7,11,12
서울특별시 강남구 대치동,1014-1,삼성2차,127.057527197163,37.497024894675,서울도곡초등학교,439,단국대학교사범대학부속중학교,159,단국대학교부속소프트웨어고등학교,158,도곡초등학교,123,한티,524,2,8,7,3,3
서울특별시 강남구 대치동,1016-2,삼성3차,127.060116831654,37.4975707864425,서울대곡초등학교,632,단국대학교사범대학부속중학교,340,단국대학교부속소프트웨어고등학교,340,삼성아파트입구,94,대치,511,2,8,10,6,6
서울특별시 강남구 대치동,506,선경1차,127.062565123948,37.4921265332679,서울대치초등학교,103,대청중학교,506,단국대학교사범대학부속고등학교,660,대치역7번출구.선경아파트,173,대치,301,3,5,2,8,10
서울특별시 강남구 대치동,506,선경2차,127.062565123948,37.4921265332679,서울대치초등학교,103,대청중학교,506,단국대학교사범대학부속고등학교,660,대치역7번출구.선경아파트,173,대치,301,3,5,2,8,10
서울특별시 강남구 대치동,602,선경3차,127.060948083322,37.4941781606738,서울대치초등학교,352,단국대학교사범대학부속중학교,389,단국대학교사범대학부속고등학교,389,대치동,58,대치,303,1,5,6,6,6
서울특별시 강남구 대치동,890-49,선릉역대우아이빌,127.051555445765,37.5044959996482,서울도성초등학교,451,진선여자중학교,437,진선여자고등학교,438,선릉역,89,선릉,308,2,5,7,7,7
서울특별시 강남구 대치동,890-54,선릉역풍림아이원레몬,127.051458582955,37.5042550229487,서울도성초등학교,424,진선여자중학교,413,진선여자고등학교,415,선릉역,92,선릉,302,2,5,7,7,7
서울특별시 강남구 대치동,929-8,세연파크뷰,127.058485495093,37.5000886562045,서울도곡초등학교,452,단국대학교사범대학부속중학교,504,단국대학교부속소프트웨어고등학교,503,대치동현대아파트,190,한티,756,3,12,7,8,8
서울특별시 강남구 대치동,975-20,세영팔레스타운,127.062142612311,37.5007966014827,서울대현초등학교,362,휘문중학교,500,휘문고등학교,500,은마아파트,195,대치,707,3,11,6,8,8
서울특별시 강남구 대치동,904-10,신성미소시티,127.056190989248,37.5027675591127,서울도곡초등학교,410,대명중학교,665,휘문고등학교,704,영동농협풍림아이원아파트,66,한티,814,1,13,7,10,11
서울특별시 강남구 대치동,65,쌍용대치2,127.070483284674,37.4994725764941,서울대곡초등학교,806,개원중학교,878,휘문고등학교,1145,쌍용아파트,191,학여울,313,3,5,13,14,18
서울특별시 강남구 대치동,66,쌍용대치,127.071219190993,37.4980831440783,서울대진초등학교,769,개원중학교,717,중동고등학교,1183,학여울역,108,학여울,173,2,3,12,11,18
서울특별시 강남구 대치동,889-74,아름빌,127.050528902579,37.5033699161172,서울도성초등학교,281,진선여자중학교,276,진선여자고등학교,277,진선여자중고등학교,94,선릉,253,2,4,5,5,5
서울특별시 강남구 대치동,950,우정에쉐르,127.062277835539,37.5068833623495,서울대현초등학교,380,대명중학교,157,휘문고등학교,181,삼성역3번출구,167,삼성(무역센터),239,3,4,6,3,3
서울특별시 강남구 대치동,650,청암빌라트,127.057178460068,37.4924495711818,서울대도초등학교,423,대청중학교,260,단국대학교사범대학부속고등학교,359,도곡역2번출구.동부센트레빌,121,도곡,256,2,4,7,4,6
서울특별시 강남구 대치동,902,포스코더샵,127.057041795103,37.5039585509104,서울도곡초등학교,572,대명중학교,513,휘문고등학교,571,대치사거리,143,삼성(무역센터),870,3,14,9,8,9
서울특별시 강남구 대치동,910-5,풍림아이원1차103동,127.055065152882,37.5017062540884,서울도곡초등학교,254,단국대학교사범대학부속중학교,741,단국대학교부속소프트웨어고등학교,741,영동농협풍림아이원아파트,153,한티,655,3,10,4,12,12
서울특별시 강남구 대치동,910-6,풍림아이원2차202동,127.055004981389,37.5013891280864,서울도곡초등학교,218,단국대학교사범대학부속중학교,712,단국대학교부속소프트웨어고등학교,711,영동농협풍림아이원아파트,175,한티,619,3,10,4,11,11
서울특별시 강남구 대치동,910-4,풍림아이원,127.054813227126,37.5016112250429,서울도곡초등학교,237,진선여자중학교,731,진선여자고등학교,730,영동농협풍림아이원아파트,183,한티,635,3,10,4,11,11
서울특별시 강남구 대치동,986-14,하이캐슬,127.063846569893,37.500552601451,서울대현초등학교,354,휘문중학교,566,휘문고등학교,566,래미안하이스턴.대치순복음교회,68,대치,660,2,10,6,9,9
서울특별시 강남구 대치동,986,하이캐슬102동,127.063399613723,37.5003919225151,서울대현초등학교,371,휘문중학교,567,휘문고등학교,567,래미안하이스턴.대치순복음교회,72,대치,643,2,10,6,9,9
서울특별시 강남구 대치동,511,한보미도맨션1,127.067350014658,37.4933931510549,서울대곡초등학교,298,개원중학교,493,경기여자고등학교,751,대치동미도아파트,249,대치,434,4,7,5,8,12
서울특별시 강남구 대치동,511,한보미도맨션2,127.067350014658,37.4933931510549,서울대곡초등학교,298,개원중학교,493,경기여자고등학교,751,대치동미도아파트,249,대치,434,4,7,5,8,12
서울특별시 강남구 대치동,941-13,한양팰리스,127.059737920119,37.4991818877228,서울도곡초등학교,588,단국대학교사범대학부속중학교,453,단국대학교부속소프트웨어고등학교,453,은마아파트입구사거리,63,대치,668,1,11,9,7,7
서울특별시 강남구 대치동,933,한티,127.0571108446,37.4989905518593,서울도곡초등학교,300,단국대학교사범대학부속중학교,383,단국대학교부속소프트웨어고등학교,382,도곡초등학교,154,한티,561,3,9,5,6,6
서울특별시 강남구 대치동,933-35,한티,127.057287194907,37.4990507437845,서울도곡초등학교,318,단국대학교사범대학부속중학교,386,단국대학교부속소프트웨어고등학교,385,도곡초등학교,167,한티,582,3,9,5,6,6
서울특별시 강남구 대치동,992,현대1,127.065297061714,37.4998962366817,서울대현초등학교,467,휘문중학교,704,휘문고등학교,704,래미안하이스턴.대치순복음교회,159,대치,615,3,10,8,11,11
서울특별시 강남구 대치동,894,현대썬앤빌테헤란,127.054808973849,37.5043018098376,서울도곡초등학교,535,대명중학교,724,진선여자고등학교,759,포스코빌딩,195,선릉,670,3,11,9,11,12
서울특별시 강남구 대치동,950-5,화인하이빌,127.062522321414,37.5064330010167,서울대현초등학교,324,휘문중학교,141,휘문고등학교,141,삼성역3번출구,166,삼성(무역센터),277,3,5,5,3,3
서울특별시 강남구 도곡동,953-1,SK허브프리모,127.034403378938,37.4853093524453,서울언주초등학교,289,은성중학교,354,은광여자고등학교,354,뱅뱅사거리.영동중,168,양재(서초구청),108,3,2,5,6,6
서울특별시 강남구 도곡동,967,경남,127.040803692142,37.4888731448198,서울언주초등학교,529,도곡중학교,622,은광여자고등학교,622,경남아파트,59,매봉,696,1,11,8,10,10
서울특별시 강남구 도곡동,960,대림,127.039889051865,37.4865450724295,서울언주초등학교,346,은성중학교,557,은광여자고등학교,557,양재전화국,145,양재(서초구청),656,3,10,6,9,9
서울특별시 강남구 도곡동,467-6,대림아크로빌,127.051077656021,37.4881205925146,서울대도초등학교,560,숙명여자중학교,411,숙명여자고등학교,411,우성캐릭터빌아파트,128,매봉,496,2,8,9,7,7
서울특별시 강남구 도곡동,952,대우디오빌,127.03352762796,37.4864772207879,서울언주초등학교,364,은성중학교,284,은광여자고등학교,284,뱅뱅사거리.영동중,16,양재(서초구청),226,1,4,6,5,5
서울특별시 강남구 도곡동,543-7,도곡1차아이파크,127.043511837517,37.4922748332904,서울언주초등학교,999,도곡중학교,190,중앙대학교사범대학부속고등학교,958,역삼청소년수련관.도곡1차아이파크,128,매봉,694,2,11,15,3,15
서울특별시 강남구 도곡동,969,도곡2차I'PARK,127.03710217951,37.4891822395753,서울언주초등학교,320,은성중학교,227,은광여자고등학교,227,LPG가스충전소,217,양재(서초구청),632,4,10,5,4,4
