시,구,동,시군구,번지,본번,부번,아파트명,전용면적(㎡),계약년월,계약일,층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,중개사소재지,"k-단지분류(아파트,주상복합등등)",k-전화번호,k-팩스번호,단지소개기존clob,k-세대타입(분양형태),k-관리방식,k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-건설사(시공사),k-시행사,k-사용검사일-사용승인일,k-연면적,k-주거전용면적,k-관리비부과면적,k-전용면적별세대현황(60㎡이하),k-전용면적별세대현황(60㎡~85㎡이하),k-85㎡~135㎡이하,k-135㎡초과,k-홈페이지,k-등록일자,k-수정일자,고용보험관리번호,경비비관리형태,세대전기계약방법,청소비관리형태,건축면적,주차대수,기타/의무/임대/임의=1/2/3/4,단지승인일,사용허가여부,관리비 업로드,좌표X,좌표Y,단지신청일,도로명주소,지번주소,검색주소
서울특별시,강서구,방화동,서울특별시 강서구 방화동,888,888,0.0,마곡경남아너스빌,84.98,202309,7,12,2007,방화대로34길 62,,,중개거래,서울 강서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.820598447143,37.5701792870417,,서울특별시 강서구 방화대로34길 62,,서울특별시 강서구 방화대로34길 62
서울특별시,강서구,방화동,서울특별시 강서구 방화동,897,897,0.0,마곡일성트루엘,59.978,202309,2,7,2013,방화대로34길 110,,,중개거래,"서울 강남구, 서울 강서구",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.822213112598,37.571065244603,,서울특별시 강서구 방화대로34길 110,,서울특별시 강서구 방화대로34길 110
서울특별시,강서구,화곡동,서울특별시 강서구 화곡동,1027-50,1027,50.0,우장산숲아이파크,59.9983,202307,8,4,2022,화곡로31다길 20,,,중개거래,서울 강서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.838797750466,37.5452457785524,,서울특별시 강서구 화곡로31다길 20,,서울특별시 강서구 화곡로31다길 20
서울특별시,강서구,화곡동,서울특별시 강서구 화곡동,1027-50,1027,50.0,우장산숲아이파크,84.9771,202307,10,14,2022,화곡로31다길 20,,,중개거래,서울 강서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.838797750466,37.5452457785524,,서울특별시 강서구 화곡로31다길 20,,서울특별시 강서구 화곡로31다길 20
서울특별시,강서구,화곡동,서울특별시 강서구 화곡동,1027-50,1027,50.0,우장산숲아이파크,84.9854,202307,17,14,2022,화곡로31다길 20,,,중개거래,서울 강서구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.838797750466,37.5452457785524,,서울특별시 강서구 화곡로31다길 20,,서울특별시 강서구 화곡로31다길 20
서울특별시,관악구,신림동,서울특별시 관악구 신림동,1644,1644,0.0,힐스테이트뉴포레,60.0,202307,20,27,2022,조원로 25,20230829.0,,중개거래,서울 관악구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.905433298638,37.483708310871,,서울특별시 관악구 조원로 25,,서울특별시 관악구 조원로 25
서울특별시,관악구,신림동,서울특별시 관악구 신림동,1644,1644,0.0,힐스테이트뉴포레,60.0,202308,29,27,2022,조원로 25,,,중개거래,서울 관악구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.905433298638,37.483708310871,,서울특별시 관악구 조원로 25,,서울특별시 관악구 조원로 25
서울특별시,구로구,항동,서울특별시 구로구 항동,가-238,238,0.0,하버라인4단지,59.86,202307,8,14,2019,항동로 72,,,중개거래,서울 구로구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.826871035904,37.4812930891046,,서울특별시 구로구 항동로 72,,서울특별시 구로구 항동로 72
서울특별시,구로구,항동,서울특별시 구로구 항동,가-238,238,0.0,하버라인4단지,59.86,202307,10,5,2019,항동로 72,,20230921,중개거래,서울 구로구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.826871035904,37.4812930891046,,서울특별시 구로구 항동로 72,,서울특별시 구로구 항동로 72
서울특별시,구로구,항동,서울특별시 구로구 항동,가-238,238,0.0,하버라인4단지,59.86,202308,4,1,2019,항동로 72,,,중개거래,서울 구로구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.826871035904,37.4812930891046,,서울특별시 구로구 항동로 72,,서울특별시 구로구 항동로 72
서울특별시,서대문구,북아현동,서울특별시 서대문구 북아현동,149,149,0.0,e편한세상신촌2단지,84.93,202307,6,9,2018,북아현로1길 17,,20230901,중개거래,"서울 동대문구, 서울 마포구, 서울 서대문구",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.953450474616,37.5586677131962,,서울특별시 서대문구 북아현로1길 17,,서울특별시 서대문구 북아현로1길 17
서울특별시,서대문구,북아현동,서울특별시 서대문구 북아현동,149,149,0.0,e편한세상신촌2단지,84.98,202307,22,4,2018,북아현로1길 17,,,중개거래,"서울 마포구, 서울 서대문구",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.953450474616,37.5586677131962,,서울특별시 서대문구 북아현로1길 17,,서울특별시 서대문구 북아현로1길 17
서울특별시,서대문구,북아현동,서울특별시 서대문구 북아현동,149,149,0.0,e편한세상신촌2단지,84.93,202308,7,13,2018,북아현로1길 17,,,중개거래,서울 서대문구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.953450474616,37.5586677131962,,서울특별시 서대문구 북아현로1길 17,,서울특별시 서대문구 북아현로1길 17
서울특별시,서대문구,북아현동,서울특별시 서대문구 북아현동,149,149,0.0,e편한세상신촌2단지,84.93,202308,19,14,2018,북아현로1길 17,,,중개거래,서울 서대문구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.953450474616,37.5586677131962,,서울특별시 서대문구 북아현로1길 17,,서울특별시 서대문구 북아현로1길 17
서울특별시,서대문구,북아현동,서울특별시 서대문구 북아현동,149,149,0.0,e편한세상신촌3단지,59.85,202307,29,2,2018,북아현로 29,,,중개거래,"서울 마포구, 서울 서대문구",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.95606104514,37.5602067153922,,서울특별시 서대문구 북아현로 29,,서울특별시 서대문구 북아현로 29
서울특별시,서대문구,홍제동,서울특별시 서대문구 홍제동,270-1,270,1.0,홍제역해링턴플레이스,59.99,202307,22,8,2021,세무서8길 30,,,중개거래,서울 서대문구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.946917348053,37.5906020621487,,서울특별시 서대문구 세무서8길 30,,서울특별시 서대문구 세무서8길 30
서울특별시,서초구,잠원동,서울특별시 서초구 잠원동,52-2,52,2.0,르엘신반포파크애비뉴,59.99,202308,16,23,2023,잠원로14길 42,,,중개거래,서울 서초구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.013520471373,37.5171626156481,,서울특별시 서초구 잠원로14길 42,,서울특별시 서초구 잠원로14길 42
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,59.983,202307,5,5,2019,금호로 140,,20230915,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,84.932,202307,11,3,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,84.932,202307,15,13,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,84.982,202307,22,17,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,84.982,202307,22,3,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,116.134,202307,24,15,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,84.932,202307,24,8,2019,금호로 140,,,중개거래,"서울 성동구, 서울 종로구",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,59.983,202307,27,9,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,84.932,202308,1,8,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,59.949,202308,4,10,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,84.982,202308,4,3,2019,금호로 140,20230920.0,,중개거래,"서울 성동구, 서울 중구",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,84.957,202308,5,1,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,59.949,202308,6,6,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,59.949,202308,10,13,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,59.983,202308,12,7,2019,금호로 140,,,중개거래,"부산 기장군, 서울 성동구",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,84.932,202308,15,14,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,84.982,202308,24,18,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,84.932,202308,25,9,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,59.983,202309,2,9,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,59.983,202309,3,14,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,84.982,202309,5,15,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,84.957,202309,7,2,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,84.932,202309,9,13,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,59.949,202309,12,3,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,59.983,202309,13,9,2019,금호로 140,,,중개거래,"경기 성남분당구, 서울 성동구",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,59.949,202309,16,16,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,84.982,202309,20,3,2019,금호로 140,,,중개거래,"서울 성동구, 서울 중구",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,59.949,202309,21,16,2019,금호로 140,,,중개거래,"서울 동작구, 서울 성동구",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성동구,금호동1가,서울특별시 성동구 금호동1가,280,280,0.0,이편한세상금호파크힐스,84.982,202309,23,15,2019,금호로 140,,,중개거래,서울 성동구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.021928981135,37.5537160329778,,서울특별시 성동구 금호로 140,,서울특별시 성동구 금호로 140
서울특별시,성북구,장위동,서울특별시 성북구 장위동,173-114,173,114.0,래미안장위퍼스트하이,59.99,202307,8,8,2020,한천로 713,,,중개거래,"서울 동대문구, 서울 성북구",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.051847478882,37.6212990641092,,서울특별시 성북구 한천로 713,,서울특별시 성북구 한천로 713
서울특별시,성북구,장위동,서울특별시 성북구 장위동,173-114,173,114.0,래미안장위퍼스트하이,84.94,202307,8,19,2020,한천로 713,20230721.0,,중개거래,서울 성북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.051847478882,37.6212990641092,,서울특별시 성북구 한천로 713,,서울특별시 성북구 한천로 713
서울특별시,성북구,장위동,서울특별시 성북구 장위동,173-114,173,114.0,래미안장위퍼스트하이,84.94,202307,8,19,2020,한천로 713,,20230920,중개거래,서울 성북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.051847478882,37.6212990641092,,서울특별시 성북구 한천로 713,,서울특별시 성북구 한천로 713
서울특별시,성북구,장위동,서울특별시 성북구 장위동,173-114,173,114.0,래미안장위퍼스트하이,59.99,202307,10,3,2020,한천로 713,,,중개거래,"서울 노원구, 서울 동대문구, 서울 성북구",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.051847478882,37.6212990641092,,서울특별시 성북구 한천로 713,,서울특별시 성북구 한천로 713
서울특별시,성북구,장위동,서울특별시 성북구 장위동,173-114,173,114.0,래미안장위퍼스트하이,84.98,202307,11,2,2020,한천로 713,,,중개거래,서울 성북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.051847478882,37.6212990641092,,서울특별시 성북구 한천로 713,,서울특별시 성북구 한천로 713
서울특별시,성북구,장위동,서울특별시 성북구 장위동,173-114,173,114.0,래미안장위퍼스트하이,59.99,202307,22,11,2020,한천로 713,,,중개거래,서울 성북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.051847478882,37.6212990641092,,서울특별시 성북구 한천로 713,,서울특별시 성북구 한천로 713
서울특별시,성북구,장위동,서울특별시 성북구 장위동,173-114,173,114.0,래미안장위퍼스트하이,59.99,202307,27,7,2020,한천로 713,,,중개거래,서울 성북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.051847478882,37.6212990641092,,서울특별시 성북구 한천로 713,,서울특별시 성북구 한천로 713
서울특별시,성북구,장위동,서울특별시 성북구 장위동,173-114,173,114.0,래미안장위퍼스트하이,59.99,202308,5,22,2020,한천로 713,,,중개거래,"경기 안양동안구, 서울 성북구",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.051847478882,37.6212990641092,,서울특별시 성북구 한천로 713,,서울특별시 성북구 한천로 713
서울특별시,성북구,장위동,서울특별시 성북구 장위동,173-114,173,114.0,래미안장위퍼스트하이,59.99,202308,5,8,2020,한천로 713,,,중개거래,서울 성북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.051847478882,37.6212990641092,,서울특별시 성북구 한천로 713,,서울특별시 성북구 한천로 713
서울특별시,성북구,장위동,서울특별시 성북구 장위동,173-114,173,114.0,래미안장위퍼스트하이,84.94,202308,6,25,2020,한천로 713,,,중개거래,서울 성북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.051847478882,37.6212990641092,,서울특별시 성북구 한천로 713,,서울특별시 성북구 한천로 713
서울특별시,성북구,장위동,서울특별시 성북구 장위동,173-114,173,114.0,래미안장위퍼스트하이,84.94,202308,11,18,2020,한천로 713,,,중개거래,서울 성북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.051847478882,37.6212990641092,,서울특별시 성북구 한천로 713,,서울특별시 성북구 한천로 713
서울특별시,성북구,장위동,서울특별시 성북구 장위동,173-114,173,114.0,래미안장위퍼스트하이,84.94,202308,11,26,2020,한천로 713,,,중개거래,서울 성북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.051847478882,37.6212990641092,,서울특별시 성북구 한천로 713,,서울특별시 성북구 한천로 713
서울특별시,성북구,장위동,서울특별시 성북구 장위동,173-114,173,114.0,래미안장위퍼스트하이,84.94,202308,12,12,2020,한천로 713,,20230830,중개거래,서울 성북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.051847478882,37.6212990641092,,서울특별시 성북구 한천로 713,,서울특별시 성북구 한천로 713
서울특별시,성북구,장위동,서울특별시 성북구 장위동,173-114,173,114.0,래미안장위퍼스트하이,59.99,202308,18,2,2020,한천로 713,,,중개거래,서울 성북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.051847478882,37.6212990641092,,서울특별시 성북구 한천로 713,,서울특별시 성북구 한천로 713
서울특별시,성북구,장위동,서울특별시 성북구 장위동,173-114,173,114.0,래미안장위퍼스트하이,59.99,202308,20,24,2020,한천로 713,,,중개거래,서울 성북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.051847478882,37.6212990641092,,서울특별시 성북구 한천로 713,,서울특별시 성북구 한천로 713
서울특별시,성북구,장위동,서울특별시 성북구 장위동,173-114,173,114.0,래미안장위퍼스트하이,84.94,202308,24,26,2020,한천로 713,,,중개거래,서울 성북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.051847478882,37.6212990641092,,서울특별시 성북구 한천로 713,,서울특별시 성북구 한천로 713
서울특별시,성북구,장위동,서울특별시 성북구 장위동,173-114,173,114.0,래미안장위퍼스트하이,59.99,202309,7,9,2020,한천로 713,,,중개거래,서울 성북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.051847478882,37.6212990641092,,서울특별시 성북구 한천로 713,,서울특별시 성북구 한천로 713
서울특별시,성북구,장위동,서울특별시 성북구 장위동,173-114,173,114.0,래미안장위퍼스트하이,84.94,202309,11,11,2020,한천로 713,,,중개거래,서울 성북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.051847478882,37.6212990641092,,서울특별시 성북구 한천로 713,,서울특별시 성북구 한천로 713
서울특별시,성북구,장위동,서울특별시 성북구 장위동,173-114,173,114.0,래미안장위퍼스트하이,84.94,202309,22,26,2020,한천로 713,,,중개거래,서울 성북구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.051847478882,37.6212990641092,,서울특별시 성북구 한천로 713,,서울특별시 성북구 한천로 713
